"nN_GRM";"fileID";"lang4";"lang5"
"'t_gaat_om";"fn000160";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000229";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000151";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000232";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000232";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000217";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000232";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000214";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000216";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000238";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000201";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000221";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000160";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000238";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000217";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000217";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000149";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000203";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"EN_NL_293";"Eng_Dut";"Eng_Dut"
"'t_gaat_om";"fn000143";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000149";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000203";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000193";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000216";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000230";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000216";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000216";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000230";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000216";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000178";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000201";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000229";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000145";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000238";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000211";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000218";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000162";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000220";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000246";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000218";"NAT_Dut";"NAT_Nl"
"'t_gaat_om";"fn000229";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000212";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"EN_NL_273";"Eng_Dut";"Eng_Dut"
"'t_kader_van";"EN_NL_284";"Eng_Dut";"Eng_Dut"
"'t_kader_van";"fn000232";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000233";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000214";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000236";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000214";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600646";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fn000229";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000234";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600643";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fn000233";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000174";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600628";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fn000246";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000146";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600675";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fn000234";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000232";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000246";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000244";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000145";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600646";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fn000233";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000244";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000244";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600672";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fn000175";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000233";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fn000233";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600658";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fn000244";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600640";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fn000233";"NAT_Dut";"NAT_Nl"
"'t_kader_van";"fv600678";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fv600676";"NAT_Dut";"NAT_Vl"
"'t_kader_van";"fv600640";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000195";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fv600591";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fv600655";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"NL_FR_211";"MEP_Dut";"MEP_Dut"
"aan_de_andere_kant";"EN_NL_298";"Eng_Dut";"Eng_Dut"
"aan_de_andere_kant";"fv600014";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"NL_or_240";"MEP_Dut";"MEP_Dut"
"aan_de_andere_kant";"fn000202";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000197";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000217";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000208";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"NL_080";"Fra_Dut";"Fra_Dut"
"aan_de_andere_kant";"fv600698";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fv600660";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fn000194";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000153";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fv600658";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fv601203";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fv600654";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fv600644";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"NL_EN_234";"MEP_Dut";"MEP_Dut"
"aan_de_andere_kant";"fv600644";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fn000168";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"FR_NL_269";"Fra_Dut";"Fra_Dut"
"aan_de_andere_kant";"fv600020";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fn000196";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000168";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"NL_091";"Fra_Dut";"Fra_Dut"
"aan_de_andere_kant";"fv600016";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fn000155";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"NL_091";"Fra_Dut";"Fra_Dut"
"aan_de_andere_kant";"NL_or_233";"MEP_Dut";"MEP_Dut"
"aan_de_andere_kant";"fn000212";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000163";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000230";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000191";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"FR_NL_245";"Fra_Dut";"Fra_Dut"
"aan_de_andere_kant";"fn000170";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fv600020";"NAT_Dut";"NAT_Vl"
"aan_de_andere_kant";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"NL_083";"Fra_Dut";"Fra_Dut"
"aan_de_andere_kant";"fn000200";"NAT_Dut";"NAT_Nl"
"aan_de_andere_kant";"fn000204";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fv600020";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"NL_or_240";"MEP_Dut";"MEP_Dut"
"aan_de_ene_kant";"fv600644";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fv600644";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fn000217";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"EN_NL_298";"Eng_Dut";"Eng_Dut"
"aan_de_ene_kant";"fn000156";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fn000171";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fn000153";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fv600020";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"NL_063";"Fra_Dut";"Fra_Dut"
"aan_de_ene_kant";"fv600020";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"NL_or_233";"MEP_Dut";"MEP_Dut"
"aan_de_ene_kant";"fv600016";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fn000212";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fn000202";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"NL_FR_211";"MEP_Dut";"MEP_Dut"
"aan_de_ene_kant";"fv600658";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fn000197";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fn000153";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fn000194";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fv600658";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fv600655";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fn000204";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"NL_008";"Fra_Dut";"Fra_Dut"
"aan_de_ene_kant";"fv600655";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fn000154";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"NL_or_233";"MEP_Dut";"MEP_Dut"
"aan_de_ene_kant";"fv600658";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fn000236";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fn000235";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fv600020";"NAT_Dut";"NAT_Vl"
"aan_de_ene_kant";"fn000230";"NAT_Dut";"NAT_Nl"
"aan_de_ene_kant";"fv601209";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000226";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000214";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600653";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600017";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000197";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000164";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000143";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv601203";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000170";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"FR_NL_260";"Fra_Dut";"Fra_Dut"
"aan_de_orde";"fn000159";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000162";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000149";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600650";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000141";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000197";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000234";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000220";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000232";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000234";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600009";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000149";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600649";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000149";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600005";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000161";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000142";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000200";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000245";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000149";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600582";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000226";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000156";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000246";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000169";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000168";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000155";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000144";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000141";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000170";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000230";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000142";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000231";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000197";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600668";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000171";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600701";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000193";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000246";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600576";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000228";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000171";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000228";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000231";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000161";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600007";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000195";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000214";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000170";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"NL_073";"Fra_Dut";"Fra_Dut"
"aan_de_orde";"fv600010";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000172";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000115";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000142";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000149";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600581";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000148";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv601206";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000226";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000217";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600011";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600679";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000220";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000143";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000171";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000148";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000141";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600580";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"NL_046";"Fra_Dut";"Fra_Dut"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600680";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600003";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000155";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600013";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000202";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000171";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000194";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000141";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600647";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000146";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000149";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000163";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000153";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"NL_or_232";"MEP_Dut";"MEP_Dut"
"aan_de_orde";"fv601207";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000165";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000167";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000232";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000164";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600012";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000231";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000149";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000164";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000232";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000237";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600693";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600701";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv601205";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600668";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600682";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600671";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000146";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000141";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600579";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600577";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000198";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600648";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600715";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600014";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600578";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000229";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000156";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000218";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000228";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600004";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000200";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600681";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000226";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000200";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000163";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000171";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000165";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000115";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000156";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000231";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600574";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000214";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000144";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000161";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000148";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000161";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000216";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000167";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600006";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600575";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600573";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fv600003";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fv600008";"NAT_Dut";"NAT_Vl"
"aan_de_orde";"fn000221";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000217";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000161";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000238";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000161";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000201";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000232";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"NL_028";"Fra_Dut";"Fra_Dut"
"aan_de_orde";"fn000169";"NAT_Dut";"NAT_Nl"
"aan_de_orde";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600680";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000214";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600003";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000200";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600668";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000155";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600582";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600009";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600578";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv601207";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600006";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600576";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600581";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000160";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000170";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600011";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000144";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600007";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000228";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600649";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"FR_NL_260";"Fra_Dut";"Fra_Dut"
"aan_de_orde_is";"fn000197";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600013";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600681";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600580";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600679";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000148";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv601206";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000177";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000200";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000230";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600682";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000142";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000156";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000176";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv601203";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000149";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000178";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600012";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000221";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fn000163";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600577";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fn000148";"NAT_Dut";"NAT_Nl"
"aan_de_orde_is";"fv600579";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600005";"NAT_Dut";"NAT_Vl"
"aan_de_orde_is";"fv600650";"NAT_Dut";"NAT_Vl"
